remote_ratio,salary_in_usd,work_year,company_size,experience_level,employee_residence,company_location,job_title
100,95000,2022,M,SE,US,US,Data Analyst
0,155000,2022,M,SE,US,US,Data Scientist
0,139500,2022,M,SE,US,US,Data Scientist
100,140000,2022,M,MI,US,US,Data Engineer
100,120000,2022,M,MI,US,US,Data Engineer
100,258999,2022,M,SE,US,US,Data Engineer
100,146000,2022,M,SE,US,US,Data Engineer
0,109371,2022,M,MI,other,other,Data Analyst
0,72914,2022,M,MI,other,other,Data Analyst
100,17779,2022,L,EN,other,IN,Data Analyst
100,19522,2022,L,EN,BR,BR,Data Scientist
0,247500,2022,M,SE,US,US,other
0,172200,2022,M,SE,US,US,other
0,225000,2022,M,SE,US,US,Data Scientist
0,156400,2022,M,SE,US,US,Data Scientist
0,139500,2022,M,SE,US,US,Data Engineer
0,109400,2022,M,SE,US,US,Data Engineer
0,125000,2022,M,MI,US,US,Data Engineer
0,90000,2022,M,MI,US,US,Data Engineer
100,107309,2022,M,SE,FR,FR,Machine Learning Infrastructure Engineer
100,75116,2022,M,SE,FR,FR,Machine Learning Infrastructure Engineer
0,185900,2022,M,SE,US,US,Data Scientist
0,129299,2022,M,SE,US,US,Data Scientist
0,139500,2022,M,SE,US,US,ML Engineer
0,109400,2022,M,SE,US,US,ML Engineer
100,120000,2022,M,SE,US,US,Data Analyst
100,75000,2022,M,SE,US,US,Data Analyst
0,169000,2022,M,SE,US,US,Data Analyst
0,110600,2022,M,SE,US,US,Data Analyst
100,288000,2022,M,SE,US,US,ML Engineer
100,140000,2022,M,SE,US,US,ML Engineer
100,288000,2022,M,SE,US,US,ML Engineer
100,140000,2022,M,SE,US,US,ML Engineer
0,120000,2022,M,MI,US,US,Data Engineer
0,90000,2022,M,MI,US,US,Data Engineer
0,72914,2022,M,MI,GB,GB,other
0,60761,2022,M,MI,GB,GB,other
100,215050,2022,M,SE,US,US,Data Scientist
100,156400,2022,M,SE,US,US,Data Scientist
100,198000,2022,M,SE,US,US,Data Architect
100,113999,2022,M,SE,US,US,Data Architect
100,75000,2022,M,EN,US,US,Data Analyst
100,60000,2022,M,EN,US,US,Data Analyst
0,204500,2022,M,SE,US,US,ML Engineer
0,142200,2022,M,SE,US,US,ML Engineer
100,209300,2022,M,SE,US,US,Data Scientist
100,182200,2022,M,SE,US,US,Data Scientist
0,140000,2022,M,SE,US,US,Data Manager
0,120000,2022,M,SE,US,US,Data Manager
0,85000,2022,M,EN,US,US,Data Scientist
100,48609,2022,M,MI,GB,GB,ML Engineer
100,120000,2022,M,EN,GB,GB,Research Engineer
100,60000,2022,M,EN,GB,GB,Research Engineer
0,147100,2022,M,SE,US,US,ML Engineer
0,90700,2022,M,SE,US,US,ML Engineer
0,230000,2022,M,SE,US,US,Data Engineer
0,170000,2022,M,SE,US,US,Data Engineer
0,227000,2022,M,SE,US,US,Data Analyst
0,108000,2022,M,SE,US,US,Data Analyst
100,180000,2022,M,SE,US,US,Data Engineer
100,160000,2022,M,SE,US,US,Data Engineer
100,180000,2022,M,SE,US,US,Data Architect
100,160000,2022,M,SE,US,US,Data Architect
0,180000,2022,M,SE,US,US,Data Engineer
0,130000,2022,M,SE,US,US,Data Engineer
100,55799,2022,M,SE,ES,ES,Data Analyst
100,51508,2022,M,SE,ES,ES,Data Analyst
100,60000,2022,L,EN,US,US,Data Analyst
50,50000,2022,L,EN,other,US,Data Analyst
0,226700,2022,M,SE,US,US,Data Engineer
0,133300,2022,M,SE,US,US,Data Engineer
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
100,151902,2022,L,SE,GB,GB,other
0,9727,2022,L,EN,IN,IN,Data Scientist
0,80000,2022,M,SE,US,US,Data Analyst
0,52500,2022,M,SE,US,US,Data Analyst
100,250000,2022,M,SE,US,US,Data Engineer
100,162500,2022,M,SE,US,US,Data Engineer
100,85000,2022,M,EN,US,US,Data Analyst
100,75000,2022,M,EN,US,US,Data Analyst
0,153600,2022,M,SE,US,US,Data Analyst
0,106800,2022,M,SE,US,US,Data Analyst
0,165000,2022,M,MI,US,US,Data Analyst
0,124000,2022,M,MI,US,US,Data Analyst
100,115933,2022,M,SE,US,US,Data Analyst
100,81666,2022,M,SE,US,US,Data Analyst
0,167580,2022,M,SE,US,US,Data Engineer
0,87980,2022,M,SE,US,US,Data Engineer
100,250000,2022,M,SE,US,US,Data Engineer
100,63000,2022,M,SE,US,US,Data Engineer
0,253750,2022,M,SE,ES,ES,Research Scientist
0,169200,2022,M,SE,ES,ES,Research Scientist
0,253750,2022,M,SE,ES,ES,Research Scientist
0,169200,2022,M,SE,ES,ES,Research Scientist
0,170000,2022,M,MI,US,US,Data Scientist
0,120000,2022,M,MI,US,US,Data Scientist
0,124740,2022,M,SE,US,US,Data Engineer
0,65488,2022,M,SE,US,US,Data Engineer
100,213580,2022,M,SE,US,US,Data Engineer
100,163625,2022,M,SE,US,US,Data Engineer
0,12000,2022,L,EN,other,other,Data Engineer
100,375000,2022,M,SE,US,US,other
100,101943,2022,M,SE,other,other,Data Engineer
100,16414,2022,L,MI,IN,IN,other
0,220000,2022,M,SE,US,US,ML Engineer
0,170000,2022,M,SE,US,US,ML Engineer
0,235000,2022,M,EX,US,US,Data Engineer
0,210000,2022,M,EX,US,US,Data Engineer
100,180000,2022,M,SE,US,US,Data Architect
100,115000,2022,M,SE,US,US,Data Architect
100,200000,2022,M,SE,US,US,Data Architect
100,115000,2022,M,SE,US,US,Data Architect
100,231250,2022,M,SE,US,US,Data Science Manager
100,138750,2022,M,SE,US,US,Data Science Manager
0,284310,2022,M,SE,US,US,ML Engineer
0,153090,2022,M,SE,US,US,ML Engineer
100,160000,2022,M,SE,US,US,Data Engineer
100,75000,2022,M,SE,US,US,Data Engineer
0,125000,2022,M,MI,US,US,Data Analyst
0,105000,2022,M,MI,US,US,Data Analyst
0,109371,2022,M,MI,GB,GB,Data Analyst
0,85066,2022,M,MI,GB,GB,Data Analyst
0,55000,2022,M,EN,US,US,Data Analyst
0,48000,2022,M,EN,US,US,Data Analyst
50,100000,2022,M,EN,US,US,Data Analyst
0,225899,2022,M,SE,US,US,other
0,156400,2022,M,SE,US,US,other
100,250000,2022,M,SE,US,US,Data Engineer
100,162500,2022,M,SE,US,US,Data Engineer
100,318300,2022,M,SE,US,US,ML Engineer
100,188800,2022,M,SE,US,US,ML Engineer
0,385000,2022,M,SE,US,US,Data Analyst
0,60000,2022,M,SE,US,US,Data Analyst
100,110000,2022,M,MI,US,US,Data Analyst
100,95000,2022,M,MI,US,US,Data Analyst
100,145000,2022,M,SE,US,US,Data Scientist
100,135000,2022,M,SE,US,US,Data Scientist
0,180180,2022,M,SE,US,US,Data Analyst
0,106020,2022,M,SE,US,US,Data Analyst
100,93919,2022,M,SE,US,US,Data Analyst
100,51962,2022,M,SE,US,US,Data Analyst
0,241871,2022,M,SE,US,US,Data Engineer
0,133832,2022,M,SE,US,US,Data Engineer
100,170000,2022,M,SE,US,US,Data Scientist
100,90000,2022,M,SE,US,US,Data Scientist
100,210914,2022,M,EX,US,US,Data Engineer
100,116704,2022,M,EX,US,US,Data Engineer
100,192500,2022,M,SE,US,US,Data Analyst
100,140000,2022,M,SE,US,US,Data Analyst
0,149076,2022,M,SE,US,US,Data Scientist
0,82365,2022,M,SE,US,US,Data Scientist
100,36000,2022,S,MI,other,other,ML Engineer
0,175000,2022,M,SE,US,US,Data Scientist
0,148750,2022,M,SE,US,US,Data Scientist
0,370000,2022,M,SE,US,US,Research Scientist
0,200000,2022,M,SE,US,US,Research Scientist
100,235000,2022,M,SE,US,US,Data Scientist
100,185000,2022,M,SE,US,US,Data Scientist
0,121522,2022,M,MI,GB,GB,ML Engineer
0,97218,2022,M,MI,GB,GB,ML Engineer
0,216100,2022,M,SE,US,US,Data Scientist
0,140800,2022,M,SE,US,US,Data Scientist
0,145828,2022,M,MI,GB,GB,ML Engineer
0,121522,2022,M,MI,GB,GB,ML Engineer
100,53654,2022,L,SE,NL,CA,other
50,110000,2022,S,EN,US,US,Data Scientist
0,128000,2022,M,SE,US,US,Data Engineer
0,81500,2022,M,SE,US,US,Data Engineer
100,66837,2022,M,MI,GB,GB,Data Engineer
100,63192,2022,M,MI,GB,GB,Data Engineer
0,60761,2022,M,MI,GB,GB,Data Analyst
0,54685,2022,M,MI,GB,GB,Data Analyst
100,284000,2022,M,EX,US,US,Data Engineer
100,236000,2022,M,EX,US,US,Data Engineer
0,248100,2022,M,SE,CA,CA,Research Scientist
0,145900,2022,M,SE,CA,CA,Research Scientist
0,155850,2022,M,SE,US,US,Research Engineer
0,102544,2022,M,SE,US,US,Research Engineer
100,151410,2022,M,MI,US,US,Data Scientist
100,115360,2022,M,MI,US,US,Data Scientist
100,66531,2022,M,MI,ES,ES,Data Engineer
100,59020,2022,M,MI,ES,ES,Data Engineer
50,125685,2022,M,SE,CA,CA,Director of Data Science
50,100000,2022,L,SE,NL,NL,other
50,12767,2022,L,EN,IN,IN,Data Scientist
0,250000,2022,M,SE,US,US,Data Scientist
0,162500,2022,M,SE,US,US,Data Scientist
0,185000,2022,M,SE,GB,GB,Data Scientist
0,120249,2022,M,SE,GB,GB,Data Scientist
100,26827,2022,L,EN,DE,DE,Data Engineer
100,180000,2022,M,EN,US,US,Data Scientist
0,85000,2022,M,MI,US,US,Research Scientist
0,70000,2022,M,MI,US,US,Research Scientist
100,135000,2022,M,SE,US,US,BI Developer
100,100000,2022,M,SE,US,US,BI Developer
0,155000,2022,M,EX,US,US,Data Analytics Manager
0,140000,2022,M,EX,US,US,Data Analytics Manager
0,204500,2022,M,SE,US,US,ML Engineer
0,142200,2022,M,SE,US,US,ML Engineer
0,226700,2022,M,SE,US,US,Data Engineer
0,133300,2022,M,SE,US,US,Data Engineer
100,225000,2022,M,SE,US,US,Data Scientist
100,156400,2022,M,SE,US,US,Data Scientist
0,163800,2022,M,SE,US,US,Data Engineer
0,126000,2022,M,SE,US,US,Data Engineer
0,163800,2022,M,SE,US,US,ML Engineer
0,126000,2022,M,SE,US,US,ML Engineer
0,220000,2022,M,SE,US,US,ML Engineer
0,150000,2022,M,SE,US,US,ML Engineer
0,145000,2022,M,SE,US,US,Data Engineer
0,115000,2022,M,SE,US,US,Data Engineer
0,204500,2022,M,SE,US,US,Data Analytics Manager
0,138900,2022,M,SE,US,US,Data Analytics Manager
0,162500,2022,M,MI,US,US,Data Engineer
0,130000,2022,M,MI,US,US,Data Engineer
100,150000,2022,M,SE,US,US,Data Engineer
100,107000,2022,M,SE,US,US,Data Engineer
0,175000,2022,M,EX,US,US,Data Engineer
0,110000,2022,M,EX,US,US,Data Engineer
0,226700,2022,M,SE,US,US,Data Engineer
0,133300,2022,M,SE,US,US,Data Engineer
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
0,150000,2022,M,SE,US,US,ML Engineer
0,125000,2022,M,SE,US,US,ML Engineer
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
0,225000,2022,M,SE,US,US,Data Scientist
0,156400,2022,M,SE,US,US,Data Scientist
100,23000,2022,L,MI,IN,IN,Research Scientist
100,110000,2022,L,MI,US,US,ML Engineer
100,265000,2022,M,SE,US,US,Data Engineer
100,182750,2022,M,SE,US,US,Data Engineer
0,130000,2022,M,MI,US,US,Data Analyst
0,100000,2022,M,MI,US,US,Data Analyst
0,153600,2022,M,SE,US,US,Data Analyst
0,106800,2022,M,SE,US,US,Data Analyst
0,137500,2022,M,SE,US,US,Data Engineer
0,81500,2022,M,SE,US,US,Data Engineer
0,314100,2022,M,EX,US,US,other
0,195800,2022,M,EX,US,US,other
0,205000,2022,M,SE,US,US,Applied Scientist
0,180000,2022,M,SE,US,US,Applied Scientist
100,165000,2022,M,SE,US,US,Data Scientist
100,144000,2022,M,SE,US,US,Data Scientist
0,160000,2022,M,EN,US,US,BI Developer
0,100000,2022,M,EN,US,US,BI Developer
0,200000,2022,M,EX,US,US,Data Engineer
0,145000,2022,M,EX,US,US,Data Engineer
0,150000,2022,M,MI,US,US,Data Analyst
0,100000,2022,M,MI,US,US,Data Analyst
0,199000,2022,M,SE,US,US,Data Manager
0,112000,2022,M,SE,US,US,Data Manager
0,105000,2022,M,SE,US,US,Data Scientist
0,70000,2022,M,SE,US,US,Data Scientist
100,130000,2022,S,EN,other,other,Big Data Engineer
0,180180,2022,M,SE,US,US,Data Analyst
0,106020,2022,M,SE,US,US,Data Analyst
0,160000,2022,M,EN,US,US,Data Engineer
0,135000,2022,M,EN,US,US,Data Engineer
0,183000,2022,M,SE,US,US,Data Scientist
0,134000,2022,M,SE,US,US,Data Scientist
0,220000,2022,M,SE,US,US,ML Engineer
0,150000,2022,M,SE,US,US,ML Engineer
0,350000,2022,L,SE,US,US,Applied Scientist
0,262500,2022,L,SE,US,US,Applied Scientist
0,121999,2022,M,SE,US,US,Data Analyst
0,94000,2022,M,SE,US,US,Data Analyst
0,276000,2022,M,SE,US,US,ML Engineer
0,184000,2022,M,SE,US,US,ML Engineer
100,310000,2022,M,EX,US,US,Data Engineer
100,239000,2022,M,EX,US,US,Data Engineer
100,225000,2022,M,SE,US,US,Data Scientist
100,156400,2022,M,SE,US,US,Data Scientist
100,180000,2022,M,MI,US,US,ML Engineer
100,150000,2022,M,MI,US,US,ML Engineer
0,227999,2022,M,SE,US,US,Data Scientist
0,152000,2022,M,SE,US,US,Data Scientist
100,209450,2022,M,SE,US,US,Data Scientist
100,158677,2022,M,SE,US,US,Data Scientist
0,175000,2022,M,SE,US,US,Data Analyst
0,145000,2022,M,SE,US,US,Data Analyst
0,240000,2022,M,SE,US,US,Data Engineer
0,170000,2022,M,SE,US,US,Data Engineer
0,103200,2022,M,MI,US,US,Data Analyst
0,61200,2022,M,MI,US,US,Data Analyst
100,155000,2022,L,MI,US,US,Data Scientist
50,66970,2021,L,EN,other,other,other
50,63312,2022,L,SE,other,other,Data Scientist
100,237000,2022,M,SE,US,US,Data Scientist
100,145000,2022,M,SE,US,US,Data Scientist
100,240000,2022,M,SE,US,US,Data Scientist
100,139000,2022,M,SE,US,US,Data Scientist
0,174500,2022,M,SE,US,US,Data Architect
0,113000,2022,M,SE,US,US,Data Architect
100,130000,2022,M,SE,US,US,Data Analyst
100,87000,2022,M,SE,US,US,Data Analyst
100,160000,2022,M,SE,US,US,Data Analyst
100,108000,2022,M,SE,US,US,Data Analyst
100,165000,2022,M,SE,US,US,Data Engineer
100,107250,2022,M,SE,US,US,Data Engineer
0,300000,2022,M,SE,US,US,Data Engineer
0,118999,2022,M,SE,US,US,Data Engineer
100,285800,2022,M,SE,US,US,Data Scientist
100,154600,2022,M,SE,US,US,Data Scientist
50,60795,2022,L,MI,IN,IN,other
100,30000,2022,S,EN,other,US,Data Analyst
0,220000,2022,M,MI,US,US,Data Science Manager
0,195000,2022,M,MI,US,US,Data Science Manager
0,168400,2022,M,SE,US,US,Data Manager
0,105200,2022,M,SE,US,US,Data Manager
0,206000,2022,M,MI,US,US,Data Analyst
0,160000,2022,M,MI,US,US,Data Analyst
100,200000,2022,M,SE,US,US,Analytics Engineer
100,175000,2022,M,SE,US,US,Analytics Engineer
100,231250,2022,M,SE,US,US,Analytics Engineer
100,138750,2022,M,SE,US,US,Analytics Engineer
100,153000,2022,M,SE,CA,CA,Data Engineer
100,94000,2022,M,SE,CA,CA,Data Engineer
0,240499,2022,L,SE,US,US,Data Engineer
0,123700,2022,L,SE,US,US,Data Engineer
100,160000,2022,M,SE,US,US,Data Engineer
100,90000,2022,M,SE,US,US,Data Engineer
0,124234,2022,M,EN,US,US,Data Scientist
0,74540,2022,M,EN,US,US,Data Scientist
0,109000,2022,M,MI,US,US,Data Analyst
0,79000,2022,M,MI,US,US,Data Analyst
50,84053,2022,L,SE,FR,FR,ML Engineer
0,50000,2022,S,MI,other,other,ML Engineer
100,275300,2022,M,SE,US,US,Data Scientist
100,183500,2022,M,SE,US,US,Data Scientist
100,275300,2022,M,SE,US,US,Data Scientist
100,183500,2022,M,SE,US,US,Data Scientist
100,160000,2022,M,SE,US,US,Data Analyst
100,125600,2022,M,SE,US,US,Data Analyst
0,170000,2022,M,SE,US,US,Data Engineer
0,120000,2022,M,SE,US,US,Data Engineer
0,225000,2022,M,SE,US,US,Data Engineer
0,140000,2022,M,SE,US,US,Data Engineer
0,141290,2022,M,SE,US,US,Data Analyst
0,74178,2022,M,SE,US,US,Data Analyst
0,150000,2022,M,SE,US,US,Data Scientist
0,120000,2022,M,SE,US,US,Data Scientist
100,85000,2022,M,SE,US,US,Data Engineer
100,75000,2022,M,SE,US,US,Data Engineer
0,220000,2022,M,SE,US,US,Data Engineer
0,160000,2022,M,SE,US,US,Data Engineer
100,205600,2022,M,SE,US,US,Data Engineer
100,107500,2022,M,SE,US,US,Data Engineer
0,120000,2022,M,MI,US,US,Data Engineer
0,95000,2022,M,MI,US,US,Data Engineer
0,185900,2022,M,SE,US,US,Data Engineer
0,129299,2022,M,SE,US,US,Data Engineer
100,160000,2022,M,SE,US,US,Data Engineer
100,130000,2022,M,SE,US,US,Data Engineer
50,12888,2022,S,EN,IN,IN,Data Scientist
0,250000,2022,M,MI,US,US,Data Engineer
0,175000,2022,M,MI,US,US,Data Engineer
100,136000,2022,M,SE,US,US,Data Scientist
100,104000,2022,M,SE,US,US,Data Scientist
0,80000,2022,M,MI,US,US,Data Analyst
0,52500,2022,M,MI,US,US,Data Analyst
100,110000,2022,M,SE,US,US,Data Scientist
100,84000,2022,M,SE,US,US,Data Scientist
0,125000,2022,M,SE,US,US,other
0,110000,2022,M,SE,US,US,other
0,90000,2022,M,MI,US,US,Data Analyst
0,80000,2022,M,MI,US,US,Data Analyst
0,200000,2022,M,SE,US,US,ML Engineer
0,135000,2022,M,SE,US,US,ML Engineer
50,48000,2022,L,EN,US,US,Business Data Analyst
50,120000,2022,S,EN,other,other,AI Developer
0,130000,2022,M,SE,US,US,Data Engineer
0,75000,2022,M,SE,US,US,Data Engineer
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
0,150000,2022,M,MI,US,US,Data Analyst
0,100000,2022,M,MI,US,US,Data Analyst
0,226700,2022,M,SE,US,US,Data Engineer
0,133300,2022,M,SE,US,US,Data Engineer
0,190000,2022,M,SE,US,US,Data Scientist
0,165000,2022,M,SE,US,US,Data Scientist
100,170000,2022,M,SE,US,US,Data Engineer
100,150000,2022,M,SE,US,US,Data Engineer
0,150000,2022,M,MI,US,US,Data Engineer
0,130000,2022,M,MI,US,US,Data Engineer
0,225000,2022,M,SE,US,US,Data Scientist
0,156400,2022,M,SE,US,US,Data Scientist
100,200000,2022,S,SE,US,US,Computer Vision Engineer
100,80000,2022,S,MI,other,other,other
50,12877,2022,L,EN,GR,GR,Business Data Analyst
0,6304,2022,S,EN,other,other,AI Developer
50,17509,2022,M,MI,IN,other,other
0,257000,2022,M,SE,US,US,Data Scientist
0,134000,2022,M,SE,US,US,Data Scientist
0,77262,2022,M,SE,other,other,Data Scientist
0,38631,2022,M,SE,other,other,Data Scientist
0,205600,2022,L,SE,US,US,Data Engineer
0,105700,2022,L,SE,US,US,Data Engineer
100,140000,2022,M,SE,US,US,BI Developer
100,110000,2022,M,SE,US,US,BI Developer
0,299500,2022,M,SE,US,US,Data Science Manager
0,245100,2022,M,SE,US,US,Data Science Manager
0,210000,2022,M,SE,US,US,Research Scientist
0,151800,2022,M,SE,US,US,Research Scientist
50,53654,2022,L,MI,other,other,Data Scientist
0,51508,2022,M,SE,ES,ES,Data Analyst
0,40777,2022,M,SE,ES,ES,Data Analyst
0,51508,2022,M,SE,ES,ES,Data Analyst
0,40777,2022,M,SE,ES,ES,Data Analyst
0,160000,2022,M,EN,US,US,Data Engineer
0,135000,2022,M,EN,US,US,Data Engineer
100,120000,2022,M,MI,US,US,Data Engineer
100,95000,2022,M,MI,US,US,Data Engineer
100,250000,2022,M,SE,US,US,Data Engineer
100,63000,2022,M,SE,US,US,Data Engineer
100,237000,2022,M,SE,US,US,Data Scientist
100,145000,2022,M,SE,US,US,Data Scientist
100,130000,2022,M,SE,US,US,Data Scientist
100,90000,2022,M,SE,US,US,Data Scientist
100,120000,2022,M,MI,US,US,Data Analyst
100,100000,2022,M,MI,US,US,Data Analyst
0,174500,2022,M,SE,US,US,Data Architect
0,113000,2022,M,SE,US,US,Data Architect
0,183310,2022,M,MI,US,US,Data Scientist
0,183310,2022,M,MI,US,US,Data Scientist
100,145000,2022,M,SE,US,US,Data Analyst
100,102500,2022,M,SE,US,US,Data Analyst
0,210000,2022,M,SE,US,US,Data Scientist
0,185000,2022,M,SE,US,US,Data Scientist
0,174500,2022,M,SE,US,US,Data Architect
0,113000,2022,M,SE,US,US,Data Architect
0,121999,2022,M,SE,US,US,Data Science Consultant
0,94000,2022,M,SE,US,US,Data Science Consultant
0,220000,2022,M,SE,US,US,Data Scientist
0,146000,2022,M,SE,US,US,Data Scientist
0,300000,2022,M,SE,US,US,Data Engineer
0,130000,2022,M,SE,US,US,Data Engineer
50,24740,2022,L,MI,other,other,Data Scientist
100,15897,2022,M,MI,IN,IN,Computer Vision Engineer
0,145000,2022,M,SE,US,US,Data Science Consultant
0,128000,2022,M,SE,US,US,Data Science Consultant
0,182000,2022,M,SE,US,US,Data Scientist
0,140000,2022,M,SE,US,US,Data Scientist
0,121999,2022,M,SE,US,US,Data Engineer
0,94000,2022,M,SE,US,US,Data Engineer
0,77262,2022,M,SE,other,other,ML Engineer
0,38631,2022,M,SE,other,other,ML Engineer
0,300000,2022,M,EX,US,US,Data Scientist
0,200000,2022,M,EX,US,US,Data Scientist
0,135000,2022,M,MI,US,US,Data Analyst
0,105500,2022,M,MI,US,US,Data Analyst
0,252000,2022,M,SE,US,US,Data Engineer
0,129000,2022,M,SE,US,US,Data Engineer
100,110000,2022,L,MI,US,US,Data Scientist
100,136000,2022,M,SE,US,US,Data Scientist
100,104000,2022,M,SE,US,US,Data Scientist
100,168000,2022,M,SE,US,US,Data Scientist
100,130000,2022,M,SE,US,US,Data Scientist
0,78990,2022,M,MI,GB,GB,Data Analyst
0,43809,2022,M,MI,GB,GB,Data Analyst
0,120000,2022,M,MI,US,US,Data Engineer
0,95000,2022,M,MI,US,US,Data Engineer
0,153400,2022,M,SE,US,US,Data Scientist
0,122700,2022,M,SE,US,US,Data Scientist
0,185000,2022,M,SE,US,US,Data Scientist
0,160000,2022,M,SE,US,US,Data Scientist
100,205000,2022,M,SE,US,US,Data Scientist
100,185000,2022,M,SE,US,US,Data Scientist
0,204500,2022,M,SE,US,US,ML Engineer
0,142200,2022,M,SE,US,US,ML Engineer
0,145000,2022,M,MI,US,US,ML Engineer
0,87000,2022,M,MI,US,US,ML Engineer
100,50000,2022,M,EN,IN,US,Data Scientist
100,234100,2022,M,SE,US,US,ML Engineer
100,203500,2022,M,SE,US,US,ML Engineer
0,223800,2022,M,SE,US,US,Data Scientist
0,172100,2022,M,SE,US,US,Data Scientist
0,180000,2022,M,SE,US,US,Data Scientist
0,150000,2022,M,SE,US,US,Data Scientist
100,232200,2022,M,SE,US,US,Data Engineer
100,167200,2022,M,SE,US,US,Data Engineer
0,197000,2022,M,SE,US,US,BI Developer
0,106000,2022,M,SE,US,US,BI Developer
0,180000,2022,M,SE,US,US,Research Scientist
0,145000,2022,M,SE,US,US,Research Scientist
0,225000,2022,M,SE,US,US,other
0,200000,2022,M,SE,US,US,other
100,170000,2022,M,SE,US,US,Data Engineer
100,113999,2022,M,SE,US,US,Data Engineer
0,291500,2022,M,SE,US,US,Data Engineer
0,180000,2022,M,SE,US,US,Data Engineer
0,196200,2022,M,EX,US,US,Data Engineer
0,150900,2022,M,EX,US,US,Data Engineer
0,168400,2022,M,SE,US,US,Data Scientist
0,105200,2022,M,SE,US,US,Data Scientist
100,95000,2022,M,MI,ES,ES,Data Engineer
100,80000,2022,M,MI,ES,ES,Data Engineer
0,116000,2022,M,MI,US,US,Data Analyst
0,72000,2022,M,MI,US,US,Data Analyst
0,207000,2022,M,SE,US,US,Analytics Engineer
0,167000,2022,M,SE,US,US,Analytics Engineer
0,145000,2022,M,SE,US,US,ML Engineer
0,135000,2022,M,SE,US,US,ML Engineer
0,105000,2022,M,MI,US,US,Data Engineer
0,70000,2022,M,MI,US,US,Data Engineer
100,180000,2022,M,SE,US,US,Data Architect
100,115000,2022,M,SE,US,US,Data Architect
100,133800,2022,M,SE,US,US,Data Engineer
100,96100,2022,M,SE,US,US,Data Engineer
0,120000,2022,M,MI,US,US,Data Analyst
0,80000,2022,M,MI,US,US,Data Analyst
0,140000,2022,M,SE,US,US,other
0,100000,2022,M,SE,US,US,other
0,150000,2022,M,SE,US,US,Research Scientist
0,120000,2022,M,SE,US,US,Research Scientist
100,140000,2022,M,SE,US,US,other
100,115000,2022,M,SE,US,US,other
100,297300,2022,M,SE,US,US,Data Science Manager
100,198200,2022,M,SE,US,US,Data Science Manager
100,297300,2022,M,SE,US,US,Data Scientist
100,198200,2022,M,SE,US,US,Data Scientist
100,202000,2022,M,SE,US,US,Data Engineer
100,135000,2022,M,SE,US,US,Data Engineer
100,110000,2022,M,SE,US,US,Data Scientist
100,84000,2022,M,SE,US,US,Data Scientist
50,219000,2022,L,MI,US,US,ML Engineer
100,230000,2022,M,SE,US,US,Applied Scientist
100,196000,2022,M,SE,US,US,Applied Scientist
100,140000,2022,M,SE,US,US,BI Developer
100,110000,2022,M,SE,US,US,BI Developer
0,150000,2022,M,MI,US,US,Data Analyst
0,100000,2022,M,MI,US,US,Data Analyst
0,160000,2022,M,SE,US,US,Data Engineer
0,110000,2022,M,SE,US,US,Data Engineer
0,185900,2022,M,SE,US,US,Data Scientist
0,129299,2022,M,SE,US,US,Data Scientist
0,126100,2022,L,SE,US,US,Applied Scientist
0,72000,2022,L,SE,US,US,Applied Scientist
100,170000,2022,M,SE,US,US,Data Engineer
100,150000,2022,M,SE,US,US,Data Engineer
100,175000,2022,M,MI,US,US,ML Engineer
100,140000,2022,M,MI,US,US,ML Engineer
0,240499,2022,M,SE,US,US,Data Analyst
0,137500,2022,M,SE,US,US,Data Analyst
0,187500,2022,M,MI,US,US,Data Scientist
0,165000,2022,M,MI,US,US,Data Scientist
0,72914,2022,L,MI,GB,GB,other
100,25216,2022,L,EN,ES,US,Data Analyst
0,210000,2022,M,SE,US,US,Research Scientist
0,165750,2022,M,SE,US,US,Research Scientist
100,225000,2022,M,SE,US,US,Machine Learning Scientist
100,165750,2022,M,SE,US,US,Machine Learning Scientist
0,109006,2022,M,MI,GB,GB,ML Engineer
0,67141,2022,M,MI,GB,GB,ML Engineer
100,135000,2022,M,SE,US,US,Data Scientist
100,115000,2022,M,SE,US,US,Data Scientist
0,275000,2022,M,SE,US,US,other
0,175000,2022,M,SE,US,US,other
100,170000,2022,M,SE,US,US,Data Scientist
100,140000,2022,M,SE,US,US,Data Scientist
0,175308,2022,M,SE,US,US,Data Engineer
0,100706,2022,M,SE,US,US,Data Engineer
0,235000,2022,M,SE,US,US,other
0,135000,2022,M,SE,US,US,other
0,310000,2022,M,SE,US,US,Data Engineer
0,229000,2022,M,SE,US,US,Data Engineer
0,289076,2022,M,SE,US,US,ML Engineer
0,202353,2022,M,SE,US,US,ML Engineer
0,69751,2022,M,SE,PT,PT,Data Engineer
0,37558,2022,M,SE,PT,PT,Data Engineer
100,120000,2022,M,MI,US,US,Research Engineer
100,100000,2022,M,MI,US,US,Research Engineer
0,226700,2022,M,SE,US,US,Data Engineer
0,133300,2022,M,SE,US,US,Data Engineer
0,125000,2022,M,SE,US,US,Data Analyst
0,85000,2022,M,SE,US,US,Data Analyst
100,130000,2022,M,SE,US,US,Data Analyst
100,80000,2022,M,SE,US,US,Data Analyst
